date, DJ close, DJ % change, Unemployment, Unemployment % change, civilian rate, civilian % change, bank borrowing, bank borrowing % change
Sat Oct 12 22:00:00 EDT 1991,14916.223963333334,0.10010002869267547,7.0,0.0,66.1,0.0,450360.5,0.0
Sun Oct 13 22:00:00 EDT 1991,14931.140176666668,0.09999992873531875,7.0,0.0,66.1,0.0,450360.5,0.0
Mon Oct 14 22:00:00 EDT 1991,14946.05639,0.09990002877772228,7.0,0.0,66.1,0.0,450360.5,0.0
Tue Oct 15 22:00:00 EDT 1991,14961.00244,0.09999995724625035,7.0,0.0,66.1,0.0,450360.5,0.0
Wed Oct 16 22:00:00 EDT 1991,14975.96345,0.10000005053136718,7.0,0.0,66.1,0.0,470348.3,4.4381778597368085
Thu Oct 17 22:00:00 EDT 1991,14990.93941,0.09999997696309534,7.0,0.0,66.1,0.0,470348.3,0.0
Fri Oct 18 22:00:00 EDT 1991,15005.93035,0.10000000393570853,7.0,0.0,66.1,0.0,470348.3,0.0
Sat Oct 19 22:00:00 EDT 1991,15020.95129,0.10010002478786886,7.0,0.0,66.1,0.0,470348.3,0.0
Sun Oct 20 22:00:00 EDT 1991,15035.97223,0.09999992483830575,7.0,0.0,66.1,0.0,470348.3,0.0
Mon Oct 21 22:00:00 EDT 1991,15050.99317,0.09990002488851589,7.0,0.0,66.1,0.0,470348.3,0.0
Tue Oct 22 22:00:00 EDT 1991,15066.04417,0.10000004537906168,7.0,0.0,66.1,0.0,470348.3,0.0
Wed Oct 23 22:00:00 EDT 1991,15081.11021,0.09999997232187541,7.0,0.0,66.1,0.0,456737.7,-2.8937279033431134
Thu Oct 24 22:00:00 EDT 1991,15096.19132,0.09999999860752407,7.0,0.0,66.1,0.0,456737.7,0.0
Fri Oct 25 22:00:00 EDT 1991,15111.28751,0.09999999125607402,7.0,0.0,66.1,0.0,456737.7,0.0
Sat Oct 26 22:00:00 EDT 1991,15126.413913333334,0.10010003001612967,7.0,0.0,66.1,0.0,456737.7,0.0
Sun Oct 27 22:00:00 EST 1991,15141.540316666666,0.09999993005611535,7.0,0.0,66.1,0.0,456737.7,0.0
Mon Oct 28 22:00:00 EST 1991,15156.66672,0.09990003009590545,7.0,0.0,66.1,0.0,456737.7,0.0
Tue Oct 29 22:00:00 EST 1991,15171.82339,0.10000002164064412,7.0,0.0,66.1,0.0,456737.7,0.0
Wed Oct 30 22:00:00 EST 1991,15186.99521,0.09999997765594587,7.0,0.0,66.1,0.0,464306.5,1.6571436953857734
Thu Oct 31 22:00:00 EST 1991,15202.18221,0.10000003154015426,7.0,0.0,66.1,0.0,464306.5,0.0
Fri Nov 01 22:00:00 EST 1991,15217.38439,0.09999998546260291,7.0,0.0,66.1,0.0,464306.5,0.0
Sat Nov 02 22:00:00 EST 1991,15232.616996666666,0.10010003214925998,7.0,0.0,66.1,0.0,464306.5,0.0
Sun Nov 03 22:00:00 EST 1991,15247.849603333332,0.09999993218499358,7.0,0.0,66.1,0.0,464306.5,0.0
Mon Nov 04 22:00:00 EST 1991,15263.08221,0.0999000322205322,7.0,0.0,66.1,0.0,464306.5,0.0
Tue Nov 05 22:00:00 EST 1991,15278.34529,0.09999998552061005,7.0,0.0,66.1,0.0,464306.5,0.0
Wed Nov 06 22:00:00 EST 1991,15293.62364,0.10000003082794905,7.0,0.0,66.1,0.0,465028.4,0.15547919316228037
Thu Nov 07 22:00:00 EST 1991,15308.91726,0.09999997619923368,7.0,0.0,66.1,0.0,465028.4,0.0
Fri Nov 08 22:00:00 EST 1991,15324.22618,0.10000001789806191,7.0,0.0,66.1,0.0,465028.4,0.0
Sat Nov 09 22:00:00 EST 1991,15339.565736666666,0.10010004085352052,7.0,0.0,66.1,0.0,465028.4,0.0
Sun Nov 10 22:00:00 EST 1991,15354.905293333333,0.09999994087186614,7.0,0.0,66.1,0.0,465028.4,0.0
Mon Nov 11 22:00:00 EST 1991,15370.24485,0.09990004089003328,7.0,0.0,66.1,0.0,465028.4,0.0
Tue Nov 12 22:00:00 EST 1991,15385.61509,0.09999996844552671,7.0,0.0,66.1,0.0,465028.4,0.0
Wed Nov 13 22:00:00 EST 1991,15401.00071,0.1000000319129323,7.0,0.0,66.1,0.0,469535.3,0.9691666143401059
Thu Nov 14 22:00:00 EST 1991,15416.40171,0.09999999538990892,7.0,0.0,66.1,0.0,469535.3,0.0
Fri Nov 15 22:00:00 EST 1991,15431.81811,0.0999999889079179,7.0,0.0,66.1,0.0,469535.3,0.0
Sat Nov 16 22:00:00 EST 1991,15447.265363333334,0.10010002206625102,7.0,0.0,66.1,0.0,469535.3,0.0
Sun Nov 17 22:00:00 EST 1991,15462.712616666668,0.0999999221221405,7.0,0.0,66.1,0.0,469535.3,0.0
Mon Nov 18 22:00:00 EST 1991,15478.15987,0.09990002217775099,7.0,0.0,66.1,0.0,469535.3,0.0
Tue Nov 19 22:00:00 EST 1991,15493.63803,0.10000000083989682,7.0,0.0,66.1,0.0,469535.3,0.0
Wed Nov 20 22:00:00 EST 1991,15509.13167,0.1000000127149001,7.0,0.0,66.1,0.0,460789.4,-1.8626714540951372
Thu Nov 21 22:00:00 EST 1991,15524.6408,0.09999998923214087,7.0,0.0,66.1,0.0,460789.4,0.0
Fri Nov 22 22:00:00 EST 1991,15540.16544,0.09999999484691109,7.0,0.0,66.1,0.0,460789.4,0.0
Sat Nov 23 22:00:00 EST 1991,15555.721153333334,0.10010004972851297,7.0,0.0,66.1,0.0,460789.4,0.0
Sun Nov 24 22:00:00 EST 1991,15571.276866666667,0.09999994972910566,7.0,0.0,66.1,0.0,460789.4,0.0
Mon Nov 25 22:00:00 EST 1991,15586.83258,0.09990004972959671,7.0,0.0,66.1,0.0,460789.4,0.0
Tue Nov 26 22:00:00 EST 1991,15602.41941,0.09999998344756836,7.0,0.0,66.1,0.0,460789.4,0.0
Wed Nov 27 22:00:00 EST 1991,15618.02183,0.10000000378146004,7.0,0.0,66.1,0.0,458009.4,-0.6033124893932021
Thu Nov 28 22:00:00 EST 1991,15633.647659999999,0.10004999461573323,7.0,0.0,66.1,0.0,458009.4,0.0
Fri Nov 29 22:00:00 EST 1991,15649.27349,0.09994999465147765,7.0,0.0,66.1,0.0,458009.4,0.0
Sat Nov 30 22:00:00 EST 1991,15664.938416666666,0.10010002494158189,7.0,0.0,66.1,0.0,458009.4,0.0
Sun Dec 01 22:00:00 EST 1991,15680.603343333332,0.09999992499172361,7.3,4.285714285714283,66.0,-0.15128593040846344,458009.4,0.0
Mon Dec 02 22:00:00 EST 1991,15696.26827,0.09990002504162687,7.3,0.0,66.0,0.0,458009.4,0.0
Tue Dec 03 22:00:00 EST 1991,15711.96454,0.10000001102173038,7.3,0.0,66.0,0.0,458009.4,0.0
Wed Dec 04 22:00:00 EST 1991,15727.67651,0.10000003475057788,7.3,0.0,66.0,0.0,457992.3,-0.0037335478267552856
Thu Dec 05 22:00:00 EST 1991,15743.40418,0.0999999586080005,7.3,0.0,66.0,0.0,457992.3,0.0
Fri Dec 06 22:00:00 EST 1991,15759.14759,0.10000003696786847,7.3,0.0,66.0,0.0,457992.3,0.0
Sat Dec 07 22:00:00 EST 1991,15774.9225,0.10010002070169133,7.3,0.0,66.0,0.0,457992.3,0.0
Sun Dec 08 22:00:00 EST 1991,15790.69741,0.09999992076030859,7.3,0.0,66.0,0.0,457992.3,0.0
Mon Dec 09 22:00:00 EST 1991,15806.47232,0.09990002081865039,7.3,0.0,66.0,0.0,457992.3,0.0
Tue Dec 10 22:00:00 EST 1991,15822.2788,0.10000004858768691,7.3,0.0,66.0,0.0,457992.3,0.0
Wed Dec 11 22:00:00 EST 1991,15838.10108,0.10000000758424456,7.3,0.0,66.0,0.0,463583.4,1.220784716249604
Thu Dec 12 22:00:00 EST 1991,15853.93918,0.09999999318099459,7.3,0.0,66.0,0.0,463583.4,0.0
Fri Dec 13 22:00:00 EST 1991,15869.79312,0.10000000517222166,7.3,0.0,66.0,0.0,463583.4,0.0
Sat Dec 14 22:00:00 EST 1991,15885.678786666667,0.1001000236521484,7.3,0.0,66.0,0.0,463583.4,0.0
Sun Dec 15 22:00:00 EST 1991,15901.564453333332,0.09999992370485625,7.3,0.0,66.0,0.0,463583.4,0.0
Mon Dec 16 22:00:00 EST 1991,15917.45012,0.09990002375732923,7.3,0.0,66.0,0.0,463583.4,0.0
Tue Dec 17 22:00:00 EST 1991,15933.36757,0.0999999992461156,7.3,0.0,66.0,0.0,463583.4,0.0
Wed Dec 18 22:00:00 EST 1991,15949.30094,0.10000001525100591,7.3,0.0,66.0,0.0,466093.2,0.5413912577542656
Thu Dec 19 22:00:00 EST 1991,15965.25024,0.09999999410632615,7.3,0.0,66.0,0.0,466093.2,0.0
Fri Dec 20 22:00:00 EST 1991,15981.21549,0.09999999849674204,7.3,0.0,66.0,0.0,466093.2,0.0
Sat Dec 21 22:00:00 EST 1991,15997.212693333333,0.10010004147270549,7.3,0.0,66.0,0.0,466093.2,0.0
Sun Dec 22 22:00:00 EST 1991,16013.209896666667,0.0999999414898129,7.3,0.0,66.0,0.0,466093.2,0.0
Mon Dec 23 22:00:00 EST 1991,16029.2071,0.09990004150674649,7.3,0.0,66.0,0.0,466093.2,0.0
Tue Dec 24 22:00:00 EST 1991,16045.2363,0.09999995570586181,7.3,0.0,66.0,0.0,466093.2,0.0
Wed Dec 25 22:00:00 EST 1991,16061.289560000001,0.10005000674250333,7.3,0.0,66.0,0.0,472465.6,1.367194372284334
Thu Dec 26 22:00:00 EST 1991,16077.34282,0.09995000675399549,7.3,0.0,66.0,0.0,472465.6,0.0
Fri Dec 27 22:00:00 EST 1991,16093.42016,0.09999998245978699,7.3,0.0,66.0,0.0,472465.6,0.0
Sat Dec 28 22:00:00 EST 1991,16109.52968,0.10010003989108537,7.3,0.0,66.0,0.0,472465.6,0.0
Sun Dec 29 22:00:00 EST 1991,16125.6392,0.09999993991134305,7.3,0.0,66.0,0.0,472465.6,0.0
Mon Dec 30 22:00:00 EST 1991,16141.74872,0.09990003993144021,7.3,0.0,66.0,0.0,472465.6,0.0
Tue Dec 31 22:00:00 EST 1991,16157.89047,0.10000000792975225,7.3,0.0,66.0,0.0,472465.6,0.0
Wed Jan 01 22:00:00 EST 1992,16174.05644,0.10005000361906784,7.3,0.0,66.3,0.45454545454545026,465705.1,-1.4308978262121095
Thu Jan 02 22:00:00 EST 1992,16190.22241,0.09995000363681195,7.3,0.0,66.3,0.0,465705.1,0.0
Fri Jan 03 22:00:00 EST 1992,16206.41263,0.09999998511447507,7.3,0.0,66.3,0.0,465705.1,0.0
Sat Jan 04 22:00:00 EST 1992,16222.635253333334,0.1001000264753416,7.3,0.0,66.3,0.0,465705.1,0.0
Sun Jan 05 22:00:00 EST 1992,16238.857876666667,0.09999992652241732,7.3,0.0,66.3,0.0,465705.1,0.0
Mon Jan 06 22:00:00 EST 1992,16255.0805,0.09990002656925219,7.3,0.0,66.3,0.0,465705.1,0.0
Tue Jan 07 22:00:00 EST 1992,16271.33558,0.09999999692404363,7.3,0.0,66.3,0.0,465705.1,0.0
Wed Jan 08 22:00:00 EST 1992,16287.60692,0.10000002716433021,7.3,0.0,66.3,0.0,477787.1,2.5943456492101977
Thu Jan 09 22:00:00 EST 1992,16303.89453,0.10000001891007941,7.3,0.0,66.3,0.0,477787.1,0.0
Fri Jan 10 22:00:00 EST 1992,16320.19842,0.09999997221523396,7.3,0.0,66.3,0.0,477787.1,0.0
Sat Jan 11 22:00:00 EST 1992,16336.534943333334,0.10010002889004942,7.3,0.0,66.3,0.0,477787.1,0.0
Sun Jan 12 22:00:00 EST 1992,16352.871466666667,0.09999992893229814,7.3,0.0,66.3,0.0,477787.1,0.0
Mon Jan 13 22:00:00 EST 1992,16369.20799,0.0999000289743205,7.3,0.0,66.3,0.0,477787.1,0.0
Tue Jan 14 22:00:00 EST 1992,16385.5772,0.10000001227914589,7.3,0.0,66.3,0.0,477787.1,0.0
Wed Jan 15 22:00:00 EST 1992,16401.96278,0.10000001708821057,7.3,0.0,66.3,0.0,480595.6,0.5878141121851134
Thu Jan 16 22:00:00 EST 1992,16418.36474,0.09999998305080433,7.3,0.0,66.3,0.0,480595.6,0.0
Fri Jan 17 22:00:00 EST 1992,16434.78311,0.10000003203729174,7.3,0.0,66.3,0.0,480595.6,0.0
Sat Jan 18 22:00:00 EST 1992,16451.234333333334,0.10010003310188785,7.3,0.0,66.3,0.0,480595.6,0.0
Sun Jan 19 22:00:00 EST 1992,16467.685556666667,0.09999993313571712,7.3,0.0,66.3,0.0,480595.6,0.0
Mon Jan 20 22:00:00 EST 1992,16484.13678,0.09990003316934523,7.3,0.0,66.3,0.0,480595.6,0.0
Tue Jan 21 22:00:00 EST 1992,16500.62091,0.09999995886955224,7.3,0.0,66.3,0.0,480595.6,0.0
Wed Jan 22 22:00:00 EST 1992,16517.12153,0.09999999448504929,7.3,0.0,66.3,0.0,482247.4,0.3436985274105811
Thu Jan 23 22:00:00 EST 1992,16533.63865,0.09999999073688737,7.3,0.0,66.3,0.0,482247.4,0.0
Fri Jan 24 22:00:00 EST 1992,16550.17229,0.10000000816515868,7.3,0.0,66.3,0.0,482247.4,0.0
Sat Jan 25 22:00:00 EST 1992,16566.73902,0.10010004554461518,7.3,0.0,66.3,0.0,482247.4,0.0
Sun Jan 26 22:00:00 EST 1992,16583.30575,0.0999999455535495,7.3,0.0,66.3,0.0,482247.4,0.0
Mon Jan 27 22:00:00 EST 1992,16599.87248,0.0999000455624011,7.3,0.0,66.3,0.0,482247.4,0.0
Tue Jan 28 22:00:00 EST 1992,16616.47235,0.09999998506011527,7.3,0.0,66.3,0.0,482247.4,0.0
Wed Jan 29 22:00:00 EST 1992,16633.08882,0.09999998585741242,7.3,0.0,66.3,0.0,472277.8,-2.0673206325218207
Thu Jan 30 22:00:00 EST 1992,16649.72191,0.10000000709428879,7.3,0.0,66.3,0.0,472277.8,0.0
Fri Jan 31 22:00:00 EST 1992,16666.37163,0.09999998852834445,7.3,0.0,66.3,0.0,472277.8,0.0
Sat Feb 01 22:00:00 EST 1992,16683.054673333336,0.10010003199079241,7.4,1.3698630136986376,66.2,-0.15082956259425992,472277.8,0.0
Sun Feb 02 22:00:00 EST 1992,16699.73771666667,0.09999993202684278,7.4,0.0,66.2,0.0,472277.8,0.0
Mon Feb 03 22:00:00 EST 1992,16716.42076,0.09990003206266351,7.4,0.0,66.2,0.0,472277.8,0.0
Tue Feb 04 22:00:00 EST 1992,16733.13718,0.09999999545357612,7.4,0.0,66.2,0.0,472277.8,0.0
Wed Feb 05 22:00:00 EST 1992,16749.87032,0.10000001685278882,7.4,0.0,66.2,0.0,481294.3,1.909151774654663
Thu Feb 06 22:00:00 EST 1992,16766.62019,0.09999999808953533,7.4,0.0,66.2,0.0,481294.3,0.0
Fri Feb 07 22:00:00 EST 1992,16783.38681,0.09999999886678716,7.4,0.0,66.2,0.0,481294.3,0.0
Sat Feb 08 22:00:00 EST 1992,16800.186986666668,0.1001000385491773,7.4,0.0,66.2,0.0,481294.3,0.0
Sun Feb 09 22:00:00 EST 1992,16816.98716333333,0.09999993857209581,7.4,0.0,66.2,0.0,481294.3,0.0
Mon Feb 10 22:00:00 EST 1992,16833.78734,0.09990003859488908,7.4,0.0,66.2,0.0,481294.3,0.0
Tue Feb 11 22:00:00 EST 1992,16850.62113,0.10000001580155753,7.4,0.0,66.2,0.0,481294.3,0.0
Wed Feb 12 22:00:00 EST 1992,16867.47175,0.09999999329402211,7.4,0.0,66.2,0.0,475798.7,-1.1418377487537203
Thu Feb 13 22:00:00 EST 1992,16884.33922,0.09999998962500736,7.4,0.0,66.2,0.0,475798.7,0.0
Fri Feb 14 22:00:00 EST 1992,16901.22356,0.10000000461964707,7.4,0.0,66.2,0.0,475798.7,0.0
Sat Feb 15 22:00:00 EST 1992,16918.1501525,0.1001501012036786,7.4,0.0,66.2,0.0,475798.7,0.0
Sun Feb 16 22:00:00 EST 1992,16935.076745,0.10004990112644628,7.4,0.0,66.2,0.0,475798.7,0.0
Mon Feb 17 22:00:00 EST 1992,16952.0033375,0.09994990134897065,7.4,0.0,66.2,0.0,475798.7,0.0
Tue Feb 18 22:00:00 EST 1992,16968.92993,0.0998501012712532,7.4,0.0,66.2,0.0,475798.7,0.0
Wed Feb 19 22:00:00 EST 1992,16985.89886,0.10000000041253475,7.4,0.0,66.2,0.0,484945.6,1.92243064136156
Thu Feb 20 22:00:00 EST 1992,17002.88476,0.10000000671144743,7.4,0.0,66.2,0.0,484945.6,0.0
Fri Feb 21 22:00:00 EST 1992,17019.88764,0.0999999720047506,7.4,0.0,66.2,0.0,484945.6,0.0
Sat Feb 22 22:00:00 EST 1992,17036.924553333334,0.100100034111232,7.4,0.0,66.2,0.0,484945.6,0.0
Sun Feb 23 22:00:00 EST 1992,17053.961466666668,0.09999993414304359,7.4,0.0,66.2,0.0,484945.6,0.0
Mon Feb 24 22:00:00 EST 1992,17070.99838,0.09990003417466005,7.4,0.0,66.2,0.0,484945.6,0.0
Tue Feb 25 22:00:00 EST 1992,17088.06938,0.10000000948977837,7.4,0.0,66.2,0.0,484945.6,0.0
Wed Feb 26 22:00:00 EST 1992,17105.15745,0.10000000362825054,7.4,0.0,66.2,0.0,474395.8,-2.175460505260794
Thu Feb 27 22:00:00 EST 1992,17122.26261,0.1000000149078008,7.4,0.0,66.2,0.0,474395.8,0.0
Fri Feb 28 22:00:00 EST 1992,17139.38487,0.09999998475668803,7.4,0.0,66.2,0.0,474395.8,0.0
Sat Feb 29 22:00:00 EST 1992,17156.541400000002,0.10010003352004897,7.4,0.0,66.2,0.0,474395.8,0.0
Sun Mar 01 22:00:00 EST 1992,17173.697930000002,0.09999993355304235,7.4,0.0,66.4,0.30211480362538196,474395.8,0.0
Mon Mar 02 22:00:00 EST 1992,17190.85446,0.09990003358581587,7.4,0.0,66.4,0.0,474395.8,0.0
Tue Mar 03 22:00:00 EST 1992,17208.04531,0.09999997405598818,7.4,0.0,66.4,0.0,474395.8,0.0
Wed Mar 04 22:00:00 EST 1992,17225.25336,0.10000002725467869,7.4,0.0,66.4,0.0,484705.3,2.1731853443896427
Thu Mar 05 22:00:00 EST 1992,17242.47861,0.09999998049375285,7.4,0.0,66.4,0.0,484705.3,0.0
Fri Mar 06 22:00:00 EST 1992,17259.72109,0.10000000806149062,7.4,0.0,66.4,0.0,484705.3,0.0
Sat Mar 07 22:00:00 EST 1992,17276.998076666667,0.10010003392625884,7.4,0.0,66.4,0.0,484705.3,0.0
Sun Mar 08 22:00:00 EST 1992,17294.275063333334,0.09999993395844022,7.4,0.0,66.4,0.0,484705.3,0.0
Mon Mar 09 22:00:00 EST 1992,17311.55205,0.0999000339904043,7.4,0.0,66.4,0.0,484705.3,0.0
Tue Mar 10 22:00:00 EST 1992,17328.8636,0.09999998815820892,7.4,0.0,66.4,0.0,484705.3,0.0
Wed Mar 11 22:00:00 EST 1992,17346.19247,0.10000003693260756,7.4,0.0,66.4,0.0,471745.5,-2.6737483580229036
Thu Mar 12 22:00:00 EST 1992,17363.53866,0.09999998576054406,7.4,0.0,66.4,0.0,471745.5,0.0
Fri Mar 13 22:00:00 EST 1992,17380.9022,0.10000000771733304,7.4,0.0,66.4,0.0,471745.5,0.0
Sat Mar 14 22:00:00 EST 1992,17398.300486666667,0.10010002050794888,7.4,0.0,66.4,0.0,471745.5,0.0
Sun Mar 15 22:00:00 EST 1992,17415.698773333334,0.0999999205669534,7.4,0.0,66.4,0.0,471745.5,0.0
Mon Mar 16 22:00:00 EST 1992,17433.09706,0.09990002062568136,7.4,0.0,66.4,0.0,471745.5,0.0
Tue Mar 17 22:00:00 EST 1992,17450.53016,0.100000016864464,7.4,0.0,66.4,0.0,471745.5,0.0
Wed Mar 18 22:00:00 EST 1992,17467.98069,0.09999999908313324,7.4,0.0,66.4,0.0,478813.0,1.4981594948971426
Thu Mar 19 22:00:00 EST 1992,17485.44867,0.09999999604992271,7.4,0.0,66.4,0.0,478813.0,0.0
Fri Mar 20 22:00:00 EST 1992,17502.93412,0.10000000760632542,7.4,0.0,66.4,0.0,478813.0,0.0
Sat Mar 21 22:00:00 EST 1992,17520.454563333333,0.10010003587519108,7.4,0.0,66.4,0.0,478813.0,0.0
Sun Mar 22 22:00:00 EST 1992,17537.975006666667,0.09999993590349729,7.4,0.0,66.4,0.0,478813.0,0.0
Mon Mar 23 22:00:00 EST 1992,17555.49545,0.09990003593157737,7.4,0.0,66.4,0.0,478813.0,0.0
Tue Mar 24 22:00:00 EST 1992,17573.05094,0.09999996895560395,7.4,0.0,66.4,0.0,478813.0,0.0
Wed Mar 25 22:00:00 EST 1992,17590.624,0.10000005155620861,7.4,0.0,66.4,0.0,469891.9,-1.8631699640569443
Thu Mar 26 22:00:00 EST 1992,17608.21462,0.0999999772606079,7.4,0.0,66.4,0.0,469891.9,0.0
Fri Mar 27 22:00:00 EST 1992,17625.82283,0.0999999737622584,7.4,0.0,66.4,0.0,469891.9,0.0
Sat Mar 28 22:00:00 EST 1992,17643.466286666666,0.10010004546644397,7.4,0.0,66.4,0.0,469891.9,0.0
Sun Mar 29 22:00:00 EST 1992,17661.109743333334,0.09999994547557714,7.4,0.0,66.4,0.0,469891.9,0.0
Mon Mar 30 22:00:00 EST 1992,17678.7532,0.09990004548454189,7.4,0.0,66.4,0.0,469891.9,0.0
Tue Mar 31 22:00:00 EST 1992,17696.43195,0.09999998189917107,7.4,0.0,66.4,0.0,469891.9,0.0
Wed Apr 01 22:00:00 EST 1992,17714.12838,0.09999998898082936,7.4,0.0,66.5,0.15060240963854563,472686.4,0.5947112516729911
Thu Apr 02 22:00:00 EST 1992,17731.84251,0.1000000091452442,7.4,0.0,66.5,0.0,472686.4,0.0
Fri Apr 03 22:00:00 EST 1992,17749.57435,0.09999998584467676,7.4,0.0,66.5,0.0,472686.4,0.0
Sat Apr 04 22:00:00 EST 1992,17767.341679999998,0.10010003422982797,7.4,0.0,66.5,0.0,472686.4,0.0
Sun Apr 05 22:00:00 EDT 1992,17785.10901,0.09999993426142298,7.4,0.0,66.5,0.0,472686.4,0.0
Mon Apr 06 22:00:00 EDT 1992,17802.87634,0.09990003429278257,7.4,0.0,66.5,0.0,472686.4,0.0
Tue Apr 07 22:00:00 EDT 1992,17820.67922,0.10000002055849204,7.4,0.0,66.5,0.0,472686.4,0.0
Wed Apr 08 22:00:00 EDT 1992,17838.4999,0.10000000437692116,7.4,0.0,66.5,0.0,466433.9,-1.3227585985126713
Thu Apr 09 22:00:00 EDT 1992,17856.3384,0.10000000056059456,7.4,0.0,66.5,0.0,466433.9,0.0
Fri Apr 10 22:00:00 EDT 1992,17874.19474,0.10000000896039499,7.4,0.0,66.5,0.0,466433.9,0.0
Sat Apr 11 22:00:00 EDT 1992,17892.08681333333,0.10010002460861922,7.4,0.0,66.5,0.0,466433.9,0.0
Sun Apr 12 22:00:00 EDT 1992,17909.978886666664,0.09999992465942653,7.4,0.0,66.5,0.0,466433.9,0.0
Mon Apr 13 22:00:00 EDT 1992,17927.87096,0.09990002471000212,7.4,0.0,66.5,0.0,466433.9,0.0
Tue Apr 14 22:00:00 EDT 1992,17945.79883,0.09999999464520648,7.4,0.0,66.5,0.0,466433.9,0.0
Wed Apr 15 22:00:00 EDT 1992,17963.74463,0.10000000651963915,7.4,0.0,66.5,0.0,480682.0,3.0546879204105823
Thu Apr 16 22:00:00 EDT 1992,17981.70838,0.10000002989353886,7.4,0.0,66.5,0.0,480682.0,0.0
Fri Apr 17 22:00:00 EDT 1992,17999.7170775,0.10015009207930048,7.4,0.0,66.5,0.0,480682.0,0.0
Sat Apr 18 22:00:00 EDT 1992,18017.725775000003,0.10004989202031689,7.4,0.0,66.5,0.0,480682.0,0.0
Sun Apr 19 22:00:00 EDT 1992,18035.7344725,0.09994989226101511,7.4,0.0,66.5,0.0,480682.0,0.0
Mon Apr 20 22:00:00 EDT 1992,18053.74317,0.09985009220145741,7.4,0.0,66.5,0.0,480682.0,0.0
Tue Apr 21 22:00:00 EDT 1992,18071.79692,0.10000003783148494,7.4,0.0,66.5,0.0,480682.0,0.0
Wed Apr 22 22:00:00 EDT 1992,18089.86871,0.09999996170828013,7.4,0.0,66.5,0.0,469176.3,-2.393619898394367
Thu Apr 23 22:00:00 EDT 1992,18107.95858,0.10000000713106222,7.4,0.0,66.5,0.0,469176.3,0.0
Fri Apr 24 22:00:00 EDT 1992,18126.06654,0.10000000784186236,7.4,0.0,66.5,0.0,469176.3,0.0
Sat Apr 25 22:00:00 EDT 1992,18144.21074,0.10010004078909675,7.4,0.0,66.5,0.0,469176.3,0.0
Sun Apr 26 22:00:00 EDT 1992,18162.354939999997,0.09999994080755932,7.4,0.0,66.5,0.0,469176.3,0.0
Mon Apr 27 22:00:00 EDT 1992,18180.49914,0.09990004082588676,7.4,0.0,66.5,0.0,469176.3,0.0
Tue Apr 28 22:00:00 EDT 1992,18198.67963,0.09999994972634633,7.4,0.0,66.5,0.0,469176.3,0.0
Wed Apr 29 22:00:00 EDT 1992,18216.87831,0.10000000203312184,7.4,0.0,66.5,0.0,464198.3,-1.0610084098450838
Thu Apr 30 22:00:00 EDT 1992,18235.09519,0.10000000927711059,7.4,0.0,66.5,0.0,464198.3,0.0
Fri May 01 22:00:00 EDT 1992,18253.33029,0.10000002637771639,7.6,2.7027027027026933,66.6,0.1503759398496155,464198.3,0.0
Sat May 02 22:00:00 EDT 1992,18271.601880000002,0.10010003495093873,7.6,0.0,66.6,0.0,464198.3,0.0
Sun May 03 22:00:00 EDT 1992,18289.87347,0.09999993498105185,7.6,0.0,66.6,0.0,464198.3,0.0
Mon May 04 22:00:00 EDT 1992,18308.14506,0.09990003501101469,7.6,0.0,66.6,0.0,464198.3,0.0
Tue May 05 22:00:00 EDT 1992,18326.4532,0.09999997236203352,7.6,0.0,66.6,0.0,464198.3,0.0
Wed May 06 22:00:00 EDT 1992,18344.77965,0.09999998253890435,7.6,0.0,66.6,0.0,457806.3,-1.376997718431972
Thu May 07 22:00:00 EDT 1992,18363.12443,0.1000000019078967,7.6,0.0,66.6,0.0,457806.3,0.0
Fri May 08 22:00:00 EDT 1992,18381.48756,0.1000000303325372,7.6,0.0,66.6,0.0,457806.3,0.0
Sat May 09 22:00:00 EDT 1992,18399.887433333333,0.1001000233156969,7.6,0.0,66.6,0.0,457806.3,0.0
Sun May 10 22:00:00 EDT 1992,18418.287306666665,0.09999992336908875,7.6,0.0,66.6,0.0,457806.3,0.0
Mon May 11 22:00:00 EDT 1992,18436.68718,0.0999000234222406,7.6,0.0,66.6,0.0,457806.3,0.0
Tue May 12 22:00:00 EDT 1992,18455.12387,0.10000001529558214,7.6,0.0,66.6,0.0,457806.3,0.0
Wed May 13 22:00:00 EDT 1992,18473.579,0.10000003321571908,7.6,0.0,66.6,0.0,460239.1,0.5314037836526034
Thu May 14 22:00:00 EDT 1992,18492.05257,0.09999995128176456,7.6,0.0,66.6,0.0,460239.1,0.0
Fri May 15 22:00:00 EDT 1992,18510.54463,0.10000004017942554,7.6,0.0,66.6,0.0,460239.1,0.0
Sat May 16 22:00:00 EDT 1992,18529.07369,0.10010002606822678,7.6,0.0,66.6,0.0,460239.1,0.0
Sun May 17 22:00:00 EDT 1992,18547.60275,0.0999999261160967,7.6,0.0,66.6,0.0,460239.1,0.0
Mon May 18 22:00:00 EDT 1992,18566.13181,0.09990002616376262,7.6,0.0,66.6,0.0,460239.1,0.0
Tue May 19 22:00:00 EDT 1992,18584.69794,0.0999999902510616,7.6,0.0,66.6,0.0,460239.1,0.0
Wed May 20 22:00:00 EDT 1992,18603.28264,0.10000001108440436,7.6,0.0,66.6,0.0,459298.6,-0.20435030400502693
Thu May 21 22:00:00 EDT 1992,18621.88592,0.09999998580895268,7.6,0.0,66.6,0.0,459298.6,0.0
